Filename,Sample Rate,Bit Depth,Duration (s),Channels,Number of Frames
03-01-01-01-01-01-21.wav,16000,16,3.837,1,61395
03-01-01-01-01-02-21.wav,16000,16,3.971,1,63530
03-01-01-01-02-01-21.wav,16000,16,3.604,1,57658
03-01-01-01-02-02-21.wav,16000,16,3.67,1,58725
03-01-02-01-01-01-21.wav,16000,16,4.037,1,64598
03-01-02-01-01-02-21.wav,16000,16,4.004,1,64064
03-01-02-01-02-01-21.wav,16000,16,3.804,1,60861
03-01-02-01-02-02-21.wav,16000,16,4.071,1,65132
03-01-02-02-01-01-21.wav,16000,16,4.004,1,64064
03-01-02-02-01-02-21.wav,16000,16,4.171,1,66733
03-01-02-02-02-01-21.wav,16000,16,4.138,1,66200
03-01-02-02-02-02-21.wav,16000,16,3.971,1,63530
03-01-03-01-01-01-21.wav,16000,16,3.837,1,61395
03-01-03-01-01-02-21.wav,16000,16,3.804,1,60861
03-01-03-01-02-01-21.wav,16000,16,3.704,1,59259
03-01-03-01-02-02-21.wav,16000,16,3.837,1,61395
03-01-03-02-01-01-21.wav,16000,16,3.804,1,60861
03-01-03-02-01-02-21.wav,16000,16,3.937,1,62996
03-01-03-02-02-01-21.wav,16000,16,3.67,1,58725
03-01-03-02-02-02-21.wav,16000,16,3.804,1,60861
03-01-04-01-01-01-21.wav,16000,16,4.304,1,68869
03-01-04-01-01-02-21.wav,16000,16,4.605,1,73674
03-01-04-01-02-01-21.wav,16000,16,4.071,1,65132
03-01-04-01-02-02-21.wav,16000,16,4.204,1,67267
03-01-04-02-01-01-21.wav,16000,16,4.171,1,66733
03-01-04-02-01-02-21.wav,16000,16,4.271,1,68335
03-01-04-02-02-01-21.wav,16000,16,4.271,1,68335
03-01-04-02-02-02-21.wav,16000,16,4.138,1,66200
03-01-05-01-01-01-21.wav,16000,16,4.138,1,66200
03-01-05-01-01-02-21.wav,16000,16,4.004,1,64064
03-01-05-01-02-01-21.wav,16000,16,4.071,1,65132
03-01-05-01-02-02-21.wav,16000,16,3.937,1,62996
03-01-05-02-01-01-21.wav,16000,16,4.371,1,69937
03-01-05-02-01-02-21.wav,16000,16,4.471,1,71538
03-01-05-02-02-01-21.wav,16000,16,4.104,1,65665
03-01-05-02-02-02-21.wav,16000,16,4.238,1,67801
03-01-06-01-01-01-21.wav,16000,16,3.67,1,58725
03-01-06-01-01-02-21.wav,16000,16,3.77,1,60327
03-01-06-01-02-01-21.wav,16000,16,3.971,1,63530
03-01-06-01-02-02-21.wav,16000,16,4.071,1,65132
03-01-06-02-01-01-21.wav,16000,16,3.971,1,63530
03-01-06-02-01-02-21.wav,16000,16,3.837,1,61395
03-01-06-02-02-01-21.wav,16000,16,3.77,1,60327
03-01-06-02-02-02-21.wav,16000,16,3.637,1,58191
03-01-07-01-01-01-21.wav,16000,16,3.804,1,60861
03-01-07-01-01-02-21.wav,16000,16,4.071,1,65132
03-01-07-01-02-01-21.wav,16000,16,3.637,1,58192
03-01-07-01-02-02-21.wav,16000,16,3.604,1,57658
03-01-07-02-01-01-21.wav,16000,16,4.071,1,65132
03-01-07-02-01-02-21.wav,16000,16,4.037,1,64598
03-01-07-02-02-01-21.wav,16000,16,4.171,1,66733
03-01-07-02-02-02-21.wav,16000,16,3.971,1,63530
03-01-08-01-01-01-21.wav,16000,16,3.504,1,56056
03-01-08-01-01-02-21.wav,16000,16,3.47,1,55522
03-01-08-01-02-01-21.wav,16000,16,3.47,1,55522
03-01-08-01-02-02-21.wav,16000,16,3.57,1,57124
03-01-08-02-01-01-21.wav,16000,16,3.637,1,58191
03-01-08-02-01-02-21.wav,16000,16,3.637,1,58192
03-01-08-02-02-01-21.wav,16000,16,3.47,1,55522
03-01-08-02-02-02-21.wav,16000,16,3.537,1,56590
