Filename,Sample Rate,Bit Depth,Duration (s),Channels,Number of Frames
03-01-01-01-01-01-05.wav,16000,16,3.604,1,57658
03-01-01-01-01-02-05.wav,16000,16,3.637,1,58192
03-01-01-01-02-01-05.wav,16000,16,3.103,1,49649
03-01-01-01-02-02-05.wav,16000,16,3.604,1,57658
03-01-02-01-01-01-05.wav,16000,16,4.037,1,64598
03-01-02-01-01-02-05.wav,16000,16,4.104,1,65666
03-01-02-01-02-01-05.wav,16000,16,4.138,1,66200
03-01-02-01-02-02-05.wav,16000,16,4.238,1,67801
03-01-02-02-01-01-05.wav,16000,16,4.738,1,75809
03-01-02-02-01-02-05.wav,16000,16,4.504,1,72072
03-01-02-02-02-01-05.wav,16000,16,4.771,1,76343
03-01-02-02-02-02-05.wav,16000,16,4.304,1,68869
03-01-03-01-01-01-05.wav,16000,16,4.004,1,64064
03-01-03-01-01-02-05.wav,16000,16,3.237,1,51785
03-01-03-01-02-01-05.wav,16000,16,3.37,1,53920
03-01-03-01-02-02-05.wav,16000,16,3.77,1,60327
03-01-03-02-01-01-05.wav,16000,16,4.138,1,66200
03-01-03-02-01-02-05.wav,16000,16,3.871,1,61929
03-01-03-02-02-01-05.wav,16000,16,3.604,1,57657
03-01-03-02-02-02-05.wav,16000,16,3.403,1,54454
03-01-04-01-01-01-05.wav,16000,16,3.27,1,52319
03-01-04-01-01-02-05.wav,16000,16,3.637,1,58191
03-01-04-01-02-01-05.wav,16000,16,3.103,1,49650
03-01-04-01-02-02-05.wav,16000,16,3.704,1,59259
03-01-04-02-01-01-05.wav,16000,16,3.537,1,56590
03-01-04-02-01-02-05.wav,16000,16,3.27,1,52319
03-01-04-02-02-01-05.wav,16000,16,3.27,1,52319
03-01-04-02-02-02-05.wav,16000,16,3.136,1,50184
03-01-05-01-01-01-05.wav,16000,16,3.871,1,61929
03-01-05-01-01-02-05.wav,16000,16,3.804,1,60861
03-01-05-01-02-01-05.wav,16000,16,4.071,1,65132
03-01-05-01-02-02-05.wav,16000,16,4.404,1,70470
03-01-05-02-01-01-05.wav,16000,16,3.403,1,54454
03-01-05-02-01-02-05.wav,16000,16,3.57,1,57124
03-01-05-02-02-01-05.wav,16000,16,3.637,1,58191
03-01-05-02-02-02-05.wav,16000,16,3.637,1,58192
03-01-06-01-01-01-05.wav,16000,16,3.136,1,50184
03-01-06-01-01-02-05.wav,16000,16,3.37,1,53920
03-01-06-01-02-01-05.wav,16000,16,3.136,1,50183
03-01-06-01-02-02-05.wav,16000,16,3.07,1,49116
03-01-06-02-01-01-05.wav,16000,16,3.237,1,51785
03-01-06-02-01-02-05.wav,16000,16,3.57,1,57124
03-01-06-02-02-01-05.wav,16000,16,3.237,1,51785
03-01-06-02-02-02-05.wav,16000,16,3.103,1,49650
03-01-07-01-01-01-05.wav,16000,16,4.338,1,69403
03-01-07-01-01-02-05.wav,16000,16,4.104,1,65666
03-01-07-01-02-01-05.wav,16000,16,3.904,1,62462
03-01-07-01-02-02-05.wav,16000,16,3.737,1,59793
03-01-07-02-01-01-05.wav,16000,16,4.338,1,69403
03-01-07-02-01-02-05.wav,16000,16,3.904,1,62462
03-01-07-02-02-01-05.wav,16000,16,4.271,1,68335
03-01-07-02-02-02-05.wav,16000,16,4.538,1,72606
03-01-08-01-01-01-05.wav,16000,16,3.737,1,59793
03-01-08-01-01-02-05.wav,16000,16,3.67,1,58725
03-01-08-01-02-01-05.wav,16000,16,3.07,1,49116
03-01-08-01-02-02-05.wav,16000,16,3.704,1,59259
03-01-08-02-01-01-05.wav,16000,16,4.138,1,66200
03-01-08-02-01-02-05.wav,16000,16,4.104,1,65666
03-01-08-02-02-01-05.wav,16000,16,3.67,1,58725
03-01-08-02-02-02-05.wav,16000,16,3.537,1,56590
