Filename,Sample Rate,Bit Depth,Duration (s),Channels,Number of Frames
03-01-01-01-01-01-06.wav,16000,16,3.337,1,53387
03-01-01-01-01-02-06.wav,16000,16,3.604,1,57658
03-01-01-01-02-01-06.wav,16000,16,3.403,1,54454
03-01-01-01-02-02-06.wav,16000,16,3.437,1,54988
03-01-02-01-01-01-06.wav,16000,16,4.037,1,64598
03-01-02-01-01-02-06.wav,16000,16,4.104,1,65666
03-01-02-01-02-01-06.wav,16000,16,3.971,1,63530
03-01-02-01-02-02-06.wav,16000,16,4.204,1,67267
03-01-02-02-01-01-06.wav,16000,16,4.504,1,72072
03-01-02-02-01-02-06.wav,16000,16,4.638,1,74208
03-01-02-02-02-01-06.wav,16000,16,4.338,1,69403
03-01-02-02-02-02-06.wav,16000,16,4.771,1,76343
03-01-03-01-01-01-06.wav,16000,16,3.537,1,56590
03-01-03-01-01-02-06.wav,16000,16,3.604,1,57658
03-01-03-01-02-01-06.wav,16000,16,3.47,1,55522
03-01-03-01-02-02-06.wav,16000,16,3.437,1,54988
03-01-03-02-01-01-06.wav,16000,16,3.504,1,56056
03-01-03-02-01-02-06.wav,16000,16,3.47,1,55522
03-01-03-02-02-01-06.wav,16000,16,3.57,1,57124
03-01-03-02-02-02-06.wav,16000,16,3.604,1,57657
03-01-04-01-01-01-06.wav,16000,16,3.57,1,57124
03-01-04-01-01-02-06.wav,16000,16,3.604,1,57658
03-01-04-01-02-01-06.wav,16000,16,3.47,1,55522
03-01-04-01-02-02-06.wav,16000,16,3.437,1,54988
03-01-04-02-01-01-06.wav,16000,16,4.204,1,67267
03-01-04-02-01-02-06.wav,16000,16,4.104,1,65666
03-01-04-02-02-01-06.wav,16000,16,4.605,1,73673
03-01-04-02-02-02-06.wav,16000,16,4.037,1,64598
03-01-05-01-01-01-06.wav,16000,16,3.77,1,60327
03-01-05-01-01-02-06.wav,16000,16,3.971,1,63530
03-01-05-01-02-01-06.wav,16000,16,4.204,1,67267
03-01-05-01-02-02-06.wav,16000,16,3.904,1,62462
03-01-05-02-01-01-06.wav,16000,16,4.104,1,65666
03-01-05-02-01-02-06.wav,16000,16,4.204,1,67267
03-01-05-02-02-01-06.wav,16000,16,4.438,1,71004
03-01-05-02-02-02-06.wav,16000,16,4.471,1,71538
03-01-06-01-01-01-06.wav,16000,16,3.637,1,58191
03-01-06-01-01-02-06.wav,16000,16,3.437,1,54988
03-01-06-01-02-01-06.wav,16000,16,3.57,1,57124
03-01-06-01-02-02-06.wav,16000,16,3.504,1,56056
03-01-06-02-01-01-06.wav,16000,16,3.637,1,58192
03-01-06-02-01-02-06.wav,16000,16,3.604,1,57658
03-01-06-02-02-01-06.wav,16000,16,3.737,1,59793
03-01-06-02-02-02-06.wav,16000,16,3.737,1,59793
03-01-07-01-01-01-06.wav,16000,16,3.504,1,56056
03-01-07-01-01-02-06.wav,16000,16,4.271,1,68335
03-01-07-01-02-01-06.wav,16000,16,3.737,1,59793
03-01-07-01-02-02-06.wav,16000,16,3.937,1,62996
03-01-07-02-01-01-06.wav,16000,16,4.304,1,68869
03-01-07-02-01-02-06.wav,16000,16,3.937,1,62996
03-01-07-02-02-01-06.wav,16000,16,4.037,1,64598
03-01-07-02-02-02-06.wav,16000,16,3.971,1,63530
03-01-08-01-01-01-06.wav,16000,16,3.237,1,51785
03-01-08-01-01-02-06.wav,16000,16,3.237,1,51785
03-01-08-01-02-01-06.wav,16000,16,3.203,1,51251
03-01-08-01-02-02-06.wav,16000,16,3.136,1,50183
03-01-08-02-01-01-06.wav,16000,16,3.237,1,51785
03-01-08-02-01-02-06.wav,16000,16,3.37,1,53921
03-01-08-02-02-01-06.wav,16000,16,3.303,1,52853
03-01-08-02-02-02-06.wav,16000,16,3.203,1,51251
