Filename,Sample Rate,Bit Depth,Duration (s),Channels,Number of Frames
03-01-01-01-01-01-04.wav,16000,16,3.303,1,52853
03-01-01-01-01-02-04.wav,16000,16,3.37,1,53921
03-01-01-01-02-01-04.wav,16000,16,3.27,1,52319
03-01-01-01-02-02-04.wav,16000,16,3.237,1,51785
03-01-02-01-01-01-04.wav,16000,16,3.804,1,60861
03-01-02-01-01-02-04.wav,16000,16,3.737,1,59793
03-01-02-01-02-01-04.wav,16000,16,3.637,1,58192
03-01-02-01-02-02-04.wav,16000,16,3.57,1,57124
03-01-02-02-01-01-04.wav,16000,16,3.971,1,63530
03-01-02-02-01-02-04.wav,16000,16,3.804,1,60861
03-01-02-02-02-01-04.wav,16000,16,3.804,1,60861
03-01-02-02-02-02-04.wav,16000,16,4.037,1,64598
03-01-03-01-01-01-04.wav,16000,16,3.504,1,56056
03-01-03-01-01-02-04.wav,16000,16,3.537,1,56590
03-01-03-01-02-01-04.wav,16000,16,3.504,1,56056
03-01-03-01-02-02-04.wav,16000,16,3.437,1,54988
03-01-03-02-01-01-04.wav,16000,16,3.871,1,61929
03-01-03-02-01-02-04.wav,16000,16,3.57,1,57124
03-01-03-02-02-01-04.wav,16000,16,3.604,1,57658
03-01-03-02-02-02-04.wav,16000,16,3.77,1,60327
03-01-04-01-01-01-04.wav,16000,16,3.37,1,53921
03-01-04-01-01-02-04.wav,16000,16,3.403,1,54454
03-01-04-01-02-01-04.wav,16000,16,3.437,1,54988
03-01-04-01-02-02-04.wav,16000,16,3.47,1,55522
03-01-04-02-01-01-04.wav,16000,16,3.67,1,58725
03-01-04-02-01-02-04.wav,16000,16,3.77,1,60327
03-01-04-02-02-01-04.wav,16000,16,3.77,1,60327
03-01-04-02-02-02-04.wav,16000,16,3.77,1,60327
03-01-05-01-01-01-04.wav,16000,16,3.704,1,59259
03-01-05-01-01-02-04.wav,16000,16,3.604,1,57658
03-01-05-01-02-01-04.wav,16000,16,3.47,1,55522
03-01-05-01-02-02-04.wav,16000,16,3.737,1,59793
03-01-05-02-01-01-04.wav,16000,16,3.77,1,60327
03-01-05-02-01-02-04.wav,16000,16,3.87,1,61928
03-01-05-02-02-01-04.wav,16000,16,3.704,1,59259
03-01-05-02-02-02-04.wav,16000,16,3.837,1,61395
03-01-06-01-01-01-04.wav,16000,16,3.303,1,52853
03-01-06-01-01-02-04.wav,16000,16,3.237,1,51785
03-01-06-01-02-01-04.wav,16000,16,3.47,1,55522
03-01-06-01-02-02-04.wav,16000,16,3.47,1,55522
03-01-06-02-01-01-04.wav,16000,16,3.937,1,62996
03-01-06-02-01-02-04.wav,16000,16,3.403,1,54454
03-01-06-02-02-01-04.wav,16000,16,3.604,1,57658
03-01-06-02-02-02-04.wav,16000,16,3.57,1,57124
03-01-07-01-01-01-04.wav,16000,16,3.904,1,62463
03-01-07-01-01-02-04.wav,16000,16,3.904,1,62462
03-01-07-01-02-01-04.wav,16000,16,3.77,1,60327
03-01-07-01-02-02-04.wav,16000,16,3.804,1,60861
03-01-07-02-01-01-04.wav,16000,16,4.004,1,64064
03-01-07-02-01-02-04.wav,16000,16,4.037,1,64598
03-01-07-02-02-01-04.wav,16000,16,3.871,1,61929
03-01-07-02-02-02-04.wav,16000,16,3.937,1,62996
03-01-08-01-01-01-04.wav,16000,16,3.237,1,51785
03-01-08-01-01-02-04.wav,16000,16,3.337,1,53387
03-01-08-01-02-01-04.wav,16000,16,3.637,1,58191
03-01-08-01-02-02-04.wav,16000,16,3.437,1,54988
03-01-08-02-01-01-04.wav,16000,16,3.67,1,58725
03-01-08-02-01-02-04.wav,16000,16,3.57,1,57124
03-01-08-02-02-01-04.wav,16000,16,3.47,1,55522
03-01-08-02-02-02-04.wav,16000,16,3.537,1,56590
